Object_ID;class;height_cm;weight_kg;body fat_%;diastolic;systolic;gripforce;sit and bend forward_cm;sit-ups counts;broad jump_cm;age;gender
11817;Good-B;165.2;73.7;33.1;77;145;27.7;8.7;25;151;61;1
11818;Good-B;171.4;71.3;18.3;89;127;44.4;13.9;40;231;45;1
11819;Common-C;179.4;80.7;21.6;78;128;40.7;12.7;47;224;32;1
11820;Good-B;161.3;55.1;20.4;79;138;25;17.2;25;193;62;1
11821;Poor-D;182.8;96.3;29.6;72;138;44.1;9.2;30;180;27;1
11822;Common-C;165.2;55.6;31.8;80;121;17.2;12.7;35;165;43;0
11823;Common-C;178;78.7;29;92;147;40.3;19;41;232;49;1
11824;Excellent-A;166.6;62.1;17.6;65;105;41.5;14.6;31;186;60;1
11825;Common-C;168.8;62.7;17.8;92;142;38.4;14.9;39;230;32;1
11826;Poor-D;182.3;85.5;17.7;76;122;49.5;12.2;43;254;29;1
11827;Common-C;180.9;77.1;25.4;86;139;41.2;10;43;224;23;1
11828;Excellent-A;180.2;92.2;21.8;79;128;54.7;21.5;64;250;22;1
11829;Common-C;165;61.4;20.5;79;126;34.7;8;59;215;21;1
11830;Common-C;171;68.6;9.8;62;117;34.8;34.6;60;246;29;1
11831;Good-B;174.3;80.4;29.8;85;152;46.3;23.9;29;175;57;1
11832;Poor-D;164.3;71.2;32.6;80;120;28;10.5;21;156;46;0
11833;Poor-D;182.1;92.8;31.8;94;139;37.2;9;50;217;24;1
11834;Good-B;166.2;63.2;16;79;158;40.9;13;53;192;54;1
11835;Common-C;164.6;70.4;23.4;86;134;38.8;11.5;26;160;61;1
11836;Poor-D;171.2;76.8;24.7;89;138;35.1;8.7;30;168;63;1
11837;Common-C;151.3;46.6;22.3;77;113;30.3;19.3;38;160;38;0
11838;Poor-D;155.8;65.06;36.7;89;149;26.5;15.3;23;151;54;0
11839;Common-C;170.9;64.3;8.7;62;122;39.6;3.8;31;180;64;1
11840;Good-B;168.9;55.3;18.8;77;119;35.7;17.2;45;183;21;0
11841;Common-C;175.1;63.9;22.2;81;102;31.7;10;51;195;21;1
11842;Common-C;175.5;64.5;14.4;81;111;39.4;19.1;45;237;22;1
11843;Excellent-A;174.1;71.1;13.3;80;134;49;22.9;65;253;40;1
11844;Poor-D;162.5;49.5;24.1;75;134;26.5;18.4;22;135;21;0
11845;Common-C;163.2;68.94;23.1;89;151;31.5;11.2;27;165;60;1
11846;Common-C;175.2;79.3;23.4;90;150;51.5;15.5;30;205;56;1
11847;Good-B;167.8;72.9;29.3;76;120;27.6;20.2;41;191;29;0
11848;Excellent-A;161.2;53.8;18.09828;76;128;34.1;31.2;44;218;31;0
11849;Good-B;171.5;72.8;13.6;79;137;42.9;11.8;41;190;64;1
11850;Excellent-A;158.6;54.6;24.1;77;145;19.7;24.5;19;124;62;0
11851;Common-C;177.1;79.5;14.66;68;136;39.6;17.9;57;233;24;1
11852;Common-C;176;89.8;24.7;90;152;45.2;13.2;44;213;36;1
11853;Good-B;159.6;58.1;30;82;116;25.6;19.8;30;151;43;0
11854;Excellent-A;181.9;78;13;67;119;46.6;16.4;60;262;22;1
11855;Common-C;181.3;78.6;21.4;91;137;41.4;21.5;39;235;35;1
11856;Excellent-A;171.8;65.2;25.3;83;124;31.3;30;51;152;53;0
11857;Common-C;156.5;50.54;35;68;141;22;22;13;135;60;0
11858;Excellent-A;168.2;61;27.2;87;135;26.2;20.9;46;165;25;0
11859;Excellent-A;160.4;53.8;24.3;61;106;27.9;20.1;45;174;21;0
11860;Excellent-A;162.3;50.8;19.5;58;101;28.9;18.8;52;163;32;0
11861;Poor-D;175.8;81.8;20.8;59;106;49.9;6;43;209;24;1
11862;Good-B;153.7;59;37.2;62;105;22.6;18.6;12;121;61;0
11863;Good-B;149.1;57;33.2;87;145;17.7;22.6;18;134;62;0
11864;Common-C;160.6;62.9;33.9;80;122;24.4;13.9;44;180;21;0
11865;Excellent-A;153.6;46.2;30.5;77;135;26.3;24.3;41;163;29;0
11866;Good-B;175.4;61.7;7.6;74;122;47.1;14.9;48;242;22;1
11867;Good-B;171.7;77.2;21.5;65;136;47.1;17;64;240;22;1
11868;Good-B;169.3;74.72;25.1;78;137;45.3;11.7;44;198;42;1
11869;Common-C;149.8;42.6;18.8;85;131;22.1;14;23;150;49;0
11870;Common-C;162.7;64.2;33;78;125;26.5;13;23;140;53;0
11871;Common-C;149.4;53.3;36.1;82;144;20.4;22.7;15;111;52;0
11872;Good-B;182.9;70.5;13.2;75;126;35;11.3;48;232;22;1
11873;Common-C;180.2;80.3;24.7;72;124;47.3;10.4;53;239;21;1
11874;Good-B;162.1;73.6;36.7;85;131;34.8;14;41;168;25;0
11875;Poor-D;162.8;78.2;24.9;98;145;35.9;21.4;27;206;46;1
11876;Poor-D;174.1;90.7;30.4;77;139;29.9;11.1;27;194;24;1
11877;Good-B;177.4;78.7;25;63;132;40.6;14.5;54;216;26;1
11878;Common-C;175.6;79.7;18.6;78;149;42.3;15.2;31;191;59;1
11879;Good-B;171;70.1;19.1;86;146;35.8;10;49;176;62;1
11880;Good-B;158.9;52.4;27.4;62;103;24.6;18.5;49;175;35;0
11881;Common-C;161;54.5;25.3;70;119;27.9;12.2;20;148;41;0
11882;Poor-D;156.4;51.6;26.79869;90;132;22.9;16.8;20;143;55;0
11883;Poor-D;160.2;56.3;39.6;69;115;19.2;5.4;20;142;21;0
11884;Excellent-A;169.6;67.6;17.7;91;155;47.7;19.7;37;190;56;1
11885;Poor-D;179;87.4;29.3;92;157;46.8;12.4;50;211;23;1
11886;Poor-D;181.7;91;27.8;89;144;46.6;4.3;51;219;23;1
11887;Good-B;177.3;77.08;18.9;76;127;47.7;10.7;59;189;27;1
11888;Common-C;182.4;89.3;23.1;78;126;47.1;10;35;218;36;1
11889;Poor-D;174.5;72.4;22;61;120;39.9;5.2;22;184;54;1
11890;Excellent-A;178.6;71.4;21.01;82;143;42.8;20;45;232;40;1
11891;Good-B;161.8;57.6;30.3;98;148;27.9;18.6;33;159;41;0
11892;Common-C;177.2;73.6;24;70;130;38.9;8.3;42;210;28;1
11893;Good-B;157.7;54.3;30.3;87;135;25.1;15.2;41;157;30;0
11894;Good-B;170.8;71.2;19.8;96;143;36.4;10.4;50;194;64;1
11895;Excellent-A;167.8;69.3;24.3;93;148;41.7;13.7;37;189;60;1
11896;Common-C;181.1;78.5;19.9;73;137;41.4;19.5;65;188;25;1
11897;Common-C;177;79.9;24.7;89;151;44.7;11.5;39;244;28;1
11898;Common-C;177.4;81.6;24.6;79;129;46;16.5;51;232;38;1
11899;Excellent-A;176.1;64.76;17.6;86;142;38.3;14.4;32;174;62;1
11900;Poor-D;158.8;66.1;33.3;99;158;23.8;20.6;13;142;48;0
11901;Common-C;172.5;83.4;24.6;93;148;43.8;4.7;50;201;31;1
11902;Common-C;173.2;74;25.5;93;151;40;12.2;44;193;46;1
11903;Good-B;173.8;68.7;17.8;91;138;38.3;11.2;38;223;51;1
11904;Good-B;182.3;80.3;22;76;127;49.7;17.9;34;199;50;1
11905;Excellent-A;163;59.3;13.1;82;134;40.2;33.1;45;243;35;1
11906;Excellent-A;161.8;59.4;24.4;84;130;30.7;24.6;43;164;30;0
11907;Poor-D;174.5;67.5;12.1;61;113;40.4;5.1;47;230;25;1
11908;Good-B;156.3;48.6;28;85;132;27.5;18.8;43;141;47;0
11909;Common-C;163.8;52.7;31.3;72;111;27.8;26;27;156;23;0
11910;Good-B;174.5;81;19.5;86;152;59.1;10.2;42;168;61;1
11911;Excellent-A;162;50.8;23.4;76;107;23.7;24.6;50;211;21;0
11912;Good-B;167;52.9;17.7;66;108;27.9;15.4;33;168;30;0
11913;Excellent-A;172.8;70.2;16.5;84;120;45.9;23.8;52;222;27;1
11914;Excellent-A;161.1;52.6;27.6;82;114;33.1;26.2;57;178;24;0
11915;Common-C;172.7;78.2;23.2;93;148;42.8;12.4;33;219;39;1
11916;Excellent-A;172.4;67.3;14.2;85;127;53.4;16.9;58;245;25;1
11917;Poor-D;167.9;62.9;12.5;78;114;45.5;16.7;33;216;40;1
11918;Poor-D;161.1;68.6;30;80;142;33.2;17.5;30;174;59;1
11919;Excellent-A;165.6;52.58;29.2;80;111;25.1;20.9;42;178;22;0
11920;Poor-D;170;79.9;30;85;141;29;21.1;30;172;55;1
11921;Excellent-A;178.5;70.6;11.8;78;113;50.1;14.8;62;234;40;1
11922;Good-B;160.4;54.2;28.6;68;124;24;16.4;28;134;54;0
11923;Excellent-A;158;49.6;19.4;88;130;23.3;26.9;48;176;24;0
11924;Poor-D;170.3;93.5;36.4;95;144;43.9;10.6;38;189;32;1
11925;Excellent-A;175.5;74.5;20.7;68;125;56.6;20.9;52;225;35;1
11926;Good-B;167.9;61.5;12.2;81;132;46.7;16.3;60;256;21;1
11927;Good-B;177.1;79.2;24.6;86;122;41;16.2;38;213;46;1
11928;Common-C;160.8;59.7;27.5;81;117;25.8;13.7;30;129;49;0
11929;Good-B;158.9;52.1;26.7;73;102;23.1;15.4;37;173;26;0
11930;Good-B;152.2;55.1;34.1;64;109;17.8;18.1;25;115;64;0
11931;Excellent-A;176;68;11.9;71;139;53.6;21.1;75;265;25;1
11932;Common-C;169.1;74.3;23.2;69;116;38;20.1;32;178;53;1
11933;Poor-D;177.7;83.4;18.2;69;115;52.2;-2.9;48;226;37;1
11934;Poor-D;154.6;60.4;33.9;86;149;20.2;6.2;9;95;55;0
11935;Common-C;153.2;53;32.1;63;138;23.3;13.6;30;127;63;0
11936;Excellent-A;156.9;63.2;21.9;81;137;40;21;32;172;60;1
11937;Common-C;159.5;55.9;34.8;78;127;24.7;20;24;156;23;0
11938;Excellent-A;176.5;85.9;16.8;88;139;53;28.5;60;231;30;1
11939;Common-C;181.7;81.7;26.2;86;142;46.8;18.3;26;204;62;1
11940;Good-B;164.5;66.7;31.4;67;125;27.9;16;36;162;21;0
11941;Excellent-A;165.6;70.3;23.4;75;125;41.6;14.3;32;191;60;1
11942;Good-B;157.8;57.5;32.3;78;125;30.6;23;42;160;36;0
11943;Good-B;157.9;52.3;29.8;84;118;25.6;19.4;57;155;28;0
11944;Good-B;155.5;48.46;32.7;71;123;23;18.4;38;165;23;0
11945;Poor-D;168.9;74;26.9;89;136;46.4;17.7;45;198;30;1
11946;Common-C;176.2;83.6;24.9;75;140;51.8;5.9;43;206;26;1
11947;Poor-D;173.9;85.1;31.4;74;129;49.4;9;57;200;26;1
11948;Good-B;164.6;71;36.4;60;103;31.5;15.6;37;174;22;0
11949;Excellent-A;178.5;80.1;17.5;82;140;57.7;28.8;70;235;40;1
11950;Good-B;178.3;68.9;17.8;91;154;39.1;14.6;46;205;31;1
11951;Excellent-A;174.5;65.3;15.3;78;123;44.8;17.3;49;243;46;1
11952;Good-B;165.6;60.8;13.9;74;134;45.7;13.6;52;229;31;1
11953;Good-B;172.7;61.8;20.1;76;107;31.3;12.7;63;220;23;1
11954;Common-C;148.6;45.7;22.4;80;120;25.5;12.3;23;155;41;0
11955;Common-C;173;63.7;15.1;84;138;44.4;21.3;44;245;23;1
11956;Poor-D;158.9;59.2;40.1;88;154;23.3;12.6;18;112;61;0
11957;Poor-D;177.6;74.6;26.6;75;130;40.6;14.2;44;211;23;1
11958;Common-C;162;60.38;13.8;78;122;39.5;17.2;33;192;42;1
11959;Common-C;174.5;66;11.5;79;125;41.1;9.2;44;222;39;1
11960;Poor-D;179.3;69.2;19.8;59;98;38.7;-20;23;220;44;1
11961;Common-C;158.4;46.4;29.3;88;150;23.6;23;41;154;21;0
11962;Excellent-A;174.1;70;16.8;99;149;42.7;27.8;57;237;22;1
11963;Poor-D;173.4;81.2;23.9;90;149;39.9;-2.3;29;173;52;1
11964;Excellent-A;172.1;57.5;20.4;62;110;30.4;30.4;32;162;38;0
11965;Good-B;179.3;82.3;22.1;89;139;48.5;18.7;53;257;23;1
11966;Good-B;183.9;98.4;28;92;152;60.1;20.5;45;203;25;1
11967;Poor-D;159.7;57.8;35.1;78;110;26.5;1;30;126;38;0
11968;Good-B;181.1;67.8;9.5;64;103;41.6;15.9;43;231;37;1
11969;Common-C;168.9;66.96;25.2;80;124;41.8;8.2;45;201;23;1
11970;Good-B;172.3;80.4;25;71;126;41.2;15.6;43;226;38;1
11971;Good-B;161.2;49.8;20.7;75;118;31.8;17.9;39;169;21;0
11972;Excellent-A;164.4;64.3;27.7;72;130;29;23.4;43;199;23;0
11973;Excellent-A;158;55.6;23.3;94;139;28.9;22.9;52;191;47;0
11974;Common-C;181.4;88.9;20.7;71;131;50.4;10.2;47;227;34;1
11975;Common-C;173;74.12;23.7;79;138;43.1;5.9;45;200;30;1
11976;Common-C;175.9;83.1;22.5;80;123;45.9;8.4;46;201;46;1
11977;Poor-D;155;59.8;40.6;85;140;19.7;7;3;132;46;1
11978;Good-B;170.5;69.7;20.6;86;130;50;18.6;38;187;41;1
11979;Common-C;176.4;70.18;18.3;85;138;38;5.6;26;152;61;1
11980;Poor-D;176;67.5;20.5;91;128;36;2.6;44;197;36;1
11981;Poor-D;158.8;47.7;26.7;80;127;20.3;14;21;144;27;0
11982;Common-C;165.7;65.8;34;87;130;30.8;12.8;39;115;55;0
11983;Excellent-A;156.4;47.6;28.4;79;151;29.6;22.9;28;125;64;0
11984;Common-C;171.7;65.98;15.2;93;147;37.3;5.5;46;228;28;1
11985;Good-B;182.4;77.2;21.9;80;150;37.6;14.6;62;201;50;1
11986;Good-B;166.1;64.9;26.2;62;106;29;25.6;45;196;23;0
11987;Poor-D;181.2;100.8;22;96;155;56.3;10.6;50;242;29;1
11988;Common-C;170;71.6;26.5;97;155;45.5;20.5;41;183;32;1
11989;Excellent-A;175.2;73.9;11.7;73;112;50.4;21;52;225;31;1
11990;Poor-D;176.8;106.6;36.8;90;144;49.3;13.9;25;160;36;1
11991;Good-B;169.7;62.6;12.1;73;114;39.3;10.3;36;210;46;1
11992;Common-C;173.9;78.2;17.8;92;148;58.2;11.9;46;211;37;1
11993;Excellent-A;150.5;52.3;33;78;142;20.7;25.3;24;122;54;0
11994;Excellent-A;158.8;60.3;31;69;118;24.6;23.4;30;150;58;0
11995;Excellent-A;162.2;59.8;30.4;70;108;24.4;20.6;44;192;21;0
11996;Excellent-A;163.6;62.4;14;91;158;45.4;18.8;67;247;28;1
11997;Common-C;177.4;87;21.4;84;151;45.7;21.2;48;225;28;1
11998;Good-B;176.5;87.2;22.7;93;144;58;13.9;57;218;28;1
11999;Poor-D;153.5;52.7;38.4;82;118;15.8;-3;19;114;21;0
12000;Excellent-A;154.2;52.98;23.6;62;128;28.3;21.9;37;153;58;0
12001;Excellent-A;175;72;16.1;77;116;50.1;20;62;221;25;1
12002;Good-B;161;66.5;25.4;99;157;35.8;9.1;34;177;62;1
12003;Good-B;165.9;48.5;21.7;71;117;19.2;27.5;44;173;21;0
12004;Poor-D;175.4;79.3;25.9;83;132;46.6;10;39;229;37;1
12005;Excellent-A;175.8;65.08;7.2;68;103;40.4;16.7;59;231;28;1
12006;Common-C;161.5;62.9;25.6;68;113;26.2;14.3;37;153;23;0
12007;Excellent-A;173.5;60.6;11.4;85;140;49.3;22.2;55;247;29;1
12008;Common-C;180;75.4;16.8;77;116;47.2;19.3;37;217;42;1
12009;Poor-D;177.4;75.5;22.9;69;119;46;4;27;178;52;1
12010;Common-C;174.5;73.5;21.2;81;130;43;11.2;38;210;26;1
12011;Excellent-A;158.3;59.3;28.8;71;128;31.8;24.4;46;187;26;0
12012;Common-C;153.4;52;34.9;91;134;19.4;18.7;17;118;61;0
12013;Common-C;160.7;53.8;32.5;64;118;19.8;23.5;36;138;29;0
12014;Poor-D;167.8;75.3;26.6;95;146;44.8;13.8;33;201;53;1
12015;Poor-D;167.4;74.3;37.7;82;142;21.6;26;23;120;31;0
12016;Excellent-A;170.8;71.1;13.5;94;152;42.8;13.3;50;182;60;1
12017;Common-C;179.5;78.5;14.7;76;117;42.7;12.5;47;242;24;1
12018;Common-C;171.4;74.5;16.6;84;130;43.3;15.3;42;140;25;1
12019;Excellent-A;171;66.6;20.1;78;127;52.2;20.1;45;245;35;1
12020;Poor-D;164.5;69.1;28.4;65;145;28;0.2;21;173;64;1
12021;Common-C;172.2;81.1;24.2;86;130;45.7;12.6;34;204;37;1
12022;Common-C;161.8;58.92;17.7;77;138;34.8;6.7;53;194;47;1
12023;Good-B;177.4;70.6;18.1;54;116;37.8;16.8;53;226;26;1
12024;Excellent-A;148.1;35.9;14.3;60;109;21.7;24.2;30;132;57;0
12025;Poor-D;169.2;86.3;24.4;88;159;43.8;13.6;27;158;61;1
12026;Good-B;177.2;71.4;21.7;85;130;37.2;14.2;48;239;25;1
12027;Poor-D;169;83;26.5;79;129;43.2;15.8;36;223;27;1
12028;Poor-D;176.4;83.1;25.2;89;144;41.7;-0.3;37;186;28;1
12029;Good-B;175.1;63.4;13.1;87;138;50;19.9;43;214;44;1
12030;Good-B;177.1;74.2;15.5;76;122;42.7;23.4;57;213;23;1
12031;Common-C;154.2;51.6;20.5;78;142;26.6;17.5;24;153;42;0
12032;Common-C;173;77.8;24.7;89;139;37.8;14.2;40;205;55;1
12033;Excellent-A;170.3;77.7;26.5;92;159;44.6;12.5;38;223;64;1
12034;Poor-D;172.8;71.3;22.9;71;120;26.9;20;47;188;26;1
12035;Good-B;175.2;84.3;23.5;74;126;51.2;14.3;53;228;32;1
12036;Excellent-A;169;63.7;30.4;78;116;29.7;22;27;140;64;0
12037;Excellent-A;159.2;53.5;26.2;70;100;23.1;21.9;35;154;54;0
12038;Good-B;172.9;68.2;23.2;83;131;38.3;7.6;32;184;63;1
12039;Good-B;165.9;64.2;12.8;60;119;40;12.6;51;186;59;1
12040;Good-B;158.4;54.7;25.8;58;108;21.3;20.4;36;184;26;0
12041;Excellent-A;174;80.2;16.3;98;146;47.7;26.6;61;237;22;1
12042;Good-B;163;56;28.6;98;158;29.7;28;25;124;57;0
12043;Poor-D;161.5;56.2;30;79;118;26.5;17;14;119;49;0
12044;Common-C;147.5;53.1;32.6;76;140;20;14.9;19;118;60;0
12045;Common-C;172.3;76;17.6;88;155;46.2;18.8;52;202;31;1
12046;Good-B;169.5;68.7;10.4;82;141;55.9;15.1;68;230;30;1
12047;Good-B;164.4;67.3;19.4;83;134;44.7;10.6;41;216;34;1
12048;Poor-D;174.8;77.1;29.1;98;154;35.6;-7.4;29;177;45;1
12049;Poor-D;155.3;64.8;39.7;89;136;21.9;14;12;73;63;0
12050;Poor-D;154.3;60.4;37.1;79;116;25.3;13.2;21;130;48;0
12051;Common-C;164.5;67.44;25.7;71;114;33.7;14.6;30;179;49;1
12052;Good-B;176.9;72.3;18;96;159;38.9;15.4;40;220;56;1
12053;Excellent-A;156;53.1;21.3;86;148;33;32.4;40;183;49;0
12054;Excellent-A;161;53.3;20.5;74;120;32;20;55;199;22;0
12055;Excellent-A;178.7;70;16.3;78;134;46.7;22;57;236;32;1
12056;Excellent-A;180;67.2;14.3;97;155;38.3;16.7;62;239;25;1
12057;Poor-D;177.7;68.6;19.1;87;147;40.4;2.8;44;240;39;1
12058;Good-B;166.2;75;28.7;99;159;40.3;21.9;35;181;62;1
12059;Poor-D;180.6;66.6;12.7;98;143;39.4;4.4;53;236;28;1
12060;Common-C;156.6;61;36.2;93;121;20.6;18.6;26;138;36;0
12061;Poor-D;173.9;75.2;25.9;92;141;37.8;2.1;39;185;54;1
12062;Common-C;160.7;58;31.5;68;134;28.5;13;17;119;58;0
12063;Poor-D;178.4;81.9;16.7;60;108;46.8;1.3;61;215;22;1
12064;Excellent-A;169.9;72.3;14.2;92;131;49.6;28.3;62;225;42;1
12065;Common-C;171.1;67.7;12.4;77;118;30;32;55;215;22;1
12066;Poor-D;170.1;77.5;26;89;154;48.1;12.3;52;232;31;1
12067;Common-C;169;78.3;17.3;112;181;39.2;37;37;197;47;1
12068;Good-B;150.7;52.46;30;74;121;19.1;19.8;31;171;24;0
12069;Common-C;156.7;60.2;35.9;90;151;25.7;16.5;7;118;64;0
12070;Poor-D;163.5;68.1;35.3;79;112;30.7;12.8;42;152;24;0
12071;Common-C;171.3;74.1;21.1;86;140;46.1;7.7;45;211;51;1
12072;Good-B;163.2;56;24.7;77;127;27.9;23.2;35;142;29;0
12073;Excellent-A;167.9;70.3;24.2;98;157;44.7;18.6;44;195;62;1
12074;Good-B;162.9;63.7;20.9;68;117;28.4;16.4;40;204;52;1
12075;Poor-D;170.3;75.18;25.8;75;139;37.2;2.9;26;170;60;1
12076;Excellent-A;162.6;58;27;65;107;31.3;25;39;172;24;0
12077;Common-C;180.7;81.1;20.7;82;149;50.5;11.4;40;199;27;1
12078;Poor-D;164.9;52.2;29.1;82;121;26.7;8;43;180;28;0
12079;Excellent-A;175;65.3;14.5;77;136;54.8;15.3;60;205;27;1
12080;Common-C;172;73.1;25.4;86;153;34.9;5.8;36;165;59;1
12081;Good-B;178.7;88.2;23.1;71;123;47.1;22;49;220;38;1
12082;Common-C;166.2;82.3;18.6;77;152;51.3;21.7;49;212;29;1
12083;Common-C;164;59.14;31.1;76;118;22.1;13.1;20;155;46;0
12084;Excellent-A;162;62.6;30.7;71;126;31.3;23.4;37;192;28;0
12085;Common-C;170.5;60.4;14.2;96;138;36;14.2;43;232;23;1
12086;Good-B;177.9;85.88;27.1;88;145;49.9;15.5;48;212;33;1
12087;Good-B;178.3;76.1;15.2;78;148;46.5;17.8;55;200;38;1
12088;Good-B;161.7;64.5;20.8;84;137;38.1;20.7;36;204;52;1
12089;Excellent-A;159.5;54.8;27.4;77;117;26.5;20;46;164;25;0
12090;Excellent-A;178;68.7;12.9;71;127;45.1;20.1;46;230;38;1
12091;Excellent-A;162.5;58.1;30.2;76;114;26.6;23.5;53;180;21;0
12092;Excellent-A;158.9;46.8;21.3;70;122;23.9;19.7;51;189;26;0
12093;Poor-D;153.5;52.2;22.6;66;109;15.5;14.1;0;88;62;0
12094;Excellent-A;174;70.7;14.1;76;125;44.9;18.5;57;235;24;1
12095;Common-C;162.8;65.8;29.8;75;115;29;26.1;21;133;47;0
12096;Common-C;179.1;64;13;54;106;34.4;8.3;49;254;21;1
12097;Excellent-A;182.7;75.4;10.5;70;123;47.9;16.4;49;263;30;1
12098;Excellent-A;165;51.8;27.6;74;103;28.6;20.4;44;172;22;0
12099;Poor-D;180.6;86.5;22.9;79;123;37.2;9.2;41;227;21;1
12100;Excellent-A;161.6;53.5;22.8;61;116;27.3;20;20;120;58;0
12101;Poor-D;156;49.1;26.6;74;107;23.1;3;10;110;64;0
12102;Poor-D;178.6;73.6;18.3;67;129;42.4;20.1;32;211;29;1
12103;Excellent-A;162;50.84;19.4;83;123;31.7;21.9;23;157;59;0
12104;Good-B;174.5;67.5;14;65;114;41.9;15;40;227;46;1
12105;Poor-D;179.2;64.5;14.6;60;115;39.2;3.6;56;178;22;1
12106;Excellent-A;167.9;66.1;16.9;68;138;40.2;25.9;59;259;23;1
12107;Excellent-A;170.7;57.5;23.4;84;131;29.9;19.7;44;178;37;0
12108;Common-C;161.9;55;33.2;80;118;25.8;12;9;137;60;0
12109;Good-B;175.3;73.3;17.2;74;117;50.6;17.9;61;232;24;1
12110;Good-B;164.5;66.8;17.6;61;107;47.1;25.3;47;227;28;1
12111;Good-B;174;63.3;12.4;75;117;39.2;11.2;36;194;59;1
12112;Poor-D;163.8;66;39.8;88;133;25.2;20.2;31;152;21;0
12113;Good-B;180.3;79.9;14.2;87;144;48.5;13.5;44;234;39;1
12114;Common-C;177.3;80.3;24.3;79;128;40.3;14.8;33;161;47;1
12115;Common-C;147.3;50.7;32.4;82;140;22.9;16.8;35;129;39;0
12116;Excellent-A;168.4;54.3;26.1;78;119;26.9;23.9;40;167;26;0
12117;Poor-D;150.6;57.8;45.6;92;153;18;14.5;0;96;64;0
12118;Poor-D;178.7;78.82;25.7;82;118;41.5;-8.9;47;202;27;1
12119;Poor-D;168.4;75.7;32;95;143;37;9.2;46;167;26;1
12120;Excellent-A;168.1;55.9;23.2;92;134;29;19;47;159;29;0
12121;Poor-D;171.8;72;22.8;75;120;39.7;-8.4;35;210;29;1
12122;Good-B;172.1;67;17.8;78;138;41.1;13.7;50;215;28;1
12123;Excellent-A;164.6;62.1;21.9;96;157;37;20.5;51;215;51;1
12124;Common-C;168.9;76.2;23.7;91;141;41.5;12.8;34;201;43;1
12125;Common-C;176.2;70.9;13.8;77;139;49.8;8;48;245;21;1
12126;Excellent-A;167.1;58.8;28;60;104;28.9;19.8;45;166;23;0
12127;Good-B;173.1;80.1;21.1;83;135;44;19.2;59;237;21;1
12128;Poor-D;151.8;59;39;80;132;24.5;9.9;9;106;58;0
12129;Poor-D;173.6;75.9;24.3;86;146;40.8;-0.7;48;183;27;1
12130;Common-C;171;77.52;23.6;82;123;49.6;25;30;198;51;1
12131;Poor-D;174.5;89.7;29.5;69;135;53;6;43;200;38;1
12132;Excellent-A;166.6;51.8;24.1;63;116;28.8;20.7;60;202;21;0
12133;Common-C;175.7;77.7;19.6;97;136;45.7;14.9;60;233;26;1
12134;Poor-D;179.3;76.4;17.2;69;126;46.3;-11.6;50;216;23;1
12135;Good-B;156.8;52.6;27.6;90;149;21.5;24.35;29;122;55;0
12136;Common-C;184.8;84.4;15.3;87;130;58.7;18.4;41;278;37;1
12137;Poor-D;151.8;46.3;29.7;64;99;17.8;8.2;29;138;29;0
12138;Poor-D;175.5;87.08;23.5;85;130;35.2;12.3;39;193;31;1
12139;Poor-D;178.2;101.2;29.2;98;159;48;1.4;38;211;44;1
12140;Excellent-A;173.9;62.5;15.3;77;123;34.6;12.5;43;170;64;1
12141;Excellent-A;159.2;49.3;17.9;67;108;28.4;26.3;48;192;24;0
12142;Excellent-A;157.7;51.4;19.6;71;111;30.1;19.5;49;171;26;0
12143;Common-C;159.7;53.3;25.1;73;109;27;32.7;34;141;37;0
12144;Common-C;174.7;70.6;30.9;56;105;27.6;11;28;167;35;0
12145;Poor-D;156.4;63;37.8;69;100;20;15.4;25;144;51;0
12146;Common-C;180.3;75.14;14.6;69;130;51.6;7.6;55;242;22;1
12147;Excellent-A;169.2;66.8;13.8;78;143;40.3;16;54;225;26;1
12148;Good-B;153.6;55.5;31.2;67;126;20;17.7;45;172;28;0
12149;Poor-D;169;73.9;35.7;74;129;14.1;12.5;5;128;52;0
12150;Common-C;151.9;58.3;29.9;90;140;24;13.8;19;131;40;0
12151;Poor-D;179.4;84.1;17.1;89;152;41.6;4.7;52;234;40;1
12152;Poor-D;165;86;34.8;93;131;37.9;3.5;51;203;29;1
12153;Common-C;168.5;66.5;28.3;88;135;29.6;17.5;38;160;64;1
12154;Excellent-A;163;58.3;18.9;93;149;38;15.4;38;203;50;1
12155;Common-C;168.3;71.5;23.2;79;118;40.9;8.4;38;229;27;1
12156;Poor-D;175.8;76.2;21.2;85;121;44.1;-3.2;46;228;39;1
12157;Good-B;165.6;62.6;23.3;76;152;33.2;14.4;26;168;62;1
12158;Common-C;172.7;70.6;19.3;81;138;49;18.5;45;218;24;1
12159;Common-C;172.2;71.1;23;77;117;44.1;7;38;223;46;1
12160;Poor-D;162.6;64.3;36;62;117;26;9.5;47;161;21;0
12161;Excellent-A;150.2;47.5;23.6;75;132;25.6;22;23;130;61;0
12162;Good-B;171.1;67.4;18.9;99;142;40.7;18.8;46;250;28;1
12163;Good-B;181.8;72.2;17;84;143;48.5;11.8;59;240;21;1
12164;Common-C;176;62.2;14.8;90;144;45;2.4;28;193;63;1
12165;Excellent-A;158.6;54.3;27.1;82;146;26.3;20.4;30;148;60;0
12166;Poor-D;157.7;61.1;35.7;90;141;22.7;14.7;0;127;59;0
12167;Poor-D;154.5;56.8;33.4;80;129;15;6.9;10;131;59;0
12168;Poor-D;169.5;70.4;29.2;76;118;35.2;1.6;4;180;36;1
